id,sentence_pt,reference_en,seamless_translation,latency_sec
common_voice_pt_19588989,Quatro crianças estão brincando em uma colina de areia.,Four children are playing in sand hill.,Four children are playing on a sand hill.,0.6725690364837646
common_voice_pt_19802259,Um cão salta para pegar uma bola de tênis em um campo gramado.,A dog jumps to catch a tennis ball in a grassy field.,A dog jumps to catch a tennis ball on a grassy field.,0.9942440986633301
common_voice_pt_19802242,Um menino está sentado no chão colocando em seu tênis.,A boy is sitting in the floor putting his shoes.,A boy is sitting on the floor putting on his tennis.,0.9376084804534912
common_voice_pt_19802236,Ela não pode sobreviver um dia sem ter um kebab.,She can’t survive a day without a kebab.,She cant survive a day without having a kebab.,0.9015543460845947
common_voice_pt_19802160,Uma mulher com cabelo preto está olhando para o seu tablet móvel.,A woman with dark hair is looking to her mobile tablet.,A woman with black hair is looking at her mobile tablet.,0.8262965679168701
common_voice_pt_19802161,Homem com uma camisa cinza tocando uma guitarra em uma rua da cidade.,Man with a grey shirt is playing the guitar in the middle of the street.,A man in a gray shirt playing a guitar on a city street.,0.9443459510803223
common_voice_pt_19802173,Um homem de uniforme está andando de carro.,A man in uniform is driving the car.,A man in uniform is driving a car.,0.7387847900390625
common_voice_pt_19802174,Cinco pessoas estão sentadas juntas na neve.,Five people are sitting together in the snow.,Five people are sitting together in the snow.,0.7405188083648682
common_voice_pt_19802176,Uma mulher salta pela praia.,A woman is leaping throughout the beach.,A woman jumps on the beach.,0.5920779705047607
common_voice_pt_19802234,"Noventa e cinco linhas e não mais, é isso.","Ninety-five lines and not one more, that’s it.","Ninety-five lines and no more, that's it.",0.9516947269439697
common_voice_pt_19802233,Dois garotos estão correndo lá fora.,Two kids are running outside.,Two boys are running outside.,0.5255663394927979
common_voice_pt_19802238,Um nadador de boné azul está competindo com outros.,A swimmer in blue hat is competing with the others.,A swimmer in a blue cap is competing with others.,0.8074681758880615
common_voice_pt_19802157,Um palhaço que levanta para uma imagem com um coelho em um chapéu.,A clown that rises to the image of a rabbit in a hat.,A clown that stands up to an image with a rabbit in a hat.,1.1177308559417725
common_voice_pt_19802231,As horas agradáveis voam muito cedo.,The pleasant hours fly by very soon.,The pleasant hours fly by very early.,0.7195169925689697
common_voice_pt_19802271,Um trinado? ou agitar tripleto.,A trill? Or agitated triplets?,A trident? Or a triple shake?,0.7963531017303467
common_voice_pt_19802189,Quatro homens em um quiosque de café em uma calçada da cidade.,Four men in a café kiosk in a city sidewalk.,Four men in a coffee shop on a city sidewalk.,0.8184340000152588
common_voice_pt_19802268,Uma criança pega gotas de água enquanto ele se senta em uma piscina rasa.,A child picks droplets of water while it sits in a shallow pool.,A child picks up water drops while he sits in a shallow pool.,0.9681358337402344
common_voice_pt_19802190,Vantagens competitivas que podem ser usadas para reter e atrair talentos e capital humano.,Competitive advantages can be used to retain and attract talents and human capital.,Competitive advantages that can be used to retain and attract human capital talents.,1.4637579917907715
common_voice_pt_19802239,Pep toma a pomada.,Pep takes the cream.,Pep takes the ointment.,0.6182854175567627
common_voice_pt_19802267,Pequeno avião com hélice girando em piloto de terra visto através das janelas,A small helix plane spinning in the ground is seen through the window.,Small plane with a rotating propeller on ground pilot seen through the windows,1.0031287670135498
common_voice_pt_19802240,"Querida, você poderia me pegar um pouco de doce na farmácia local?","Honey, could you pick me up a bit of treats in the local pharmacy?","Darling, could you get me some candy at the local pharmacy?",0.8348560333251953
common_voice_pt_19802261,Então ele se levantou.,So he got up.,So he got up.,0.4419386386871338
common_voice_pt_19802237,"Bem, eu acho que sim.","Well, I guess so.","Well, I think it is.",0.5225999355316162
common_voice_pt_19802241,Homem que senta-se em uma cadeira preta que fuma em um restaurante.,A man that sits in a black chair smokes in a restaurant.,A man sitting in a black chair smoking in a restaurant.,0.8076882362365723
common_voice_pt_19802260,Um ritual com fogo está acontecendo.,A ritual with fire is happening.,A ritual with fire is happening.,0.5610198974609375
common_voice_pt_19802258,"Um homem em uma camisa sem mangas, descansando na calçada.","A man in a sleeveless shirt, resting in the sidewalk.",A man in a sleeveless shirt resting on the sidewalk.,0.9181015491485596
common_voice_pt_19802257,Os valencianos giram o sino inteiro.,The Valencians spin the whole bell.,The Valencians turn the whole bell.,0.6305456161499023
common_voice_pt_19802245,Existe convecção na câmara de magma.,There’s convection in the magma chamber.,There is convection in the magma chamber.,0.7243225574493408
common_voice_pt_19802256,Não é assim?,Isn’t that so?,Isn't that right?,0.4893028736114502
common_voice_pt_19802197,Qual é o problema com vocês dois caras?,"What’s the problem with you two, man?",Whats the problem with you two guys?,0.7705991268157959
common_voice_pt_19802198,Um velho cavalheiro inglês mostra alguns dos melhores produtos da Grã-Bretanha.,An old English knight shows some of the best products in Great-Britain.,An old English gentleman shows some of the best products in Britain.,1.2460660934448242
common_voice_pt_19802200,Dois homens ambos com tampas de motorista estão examinando um rebento,Two men both with drivers’ hats are examining a fender-bender.,Two men both with drivers license plates are examining a crack.,0.8854131698608398
common_voice_pt_19802202,Dois cães estão correndo pela neve com a bola na boca.,Two dogs are racing in the snow will a ball in their mouths.,Two dogs are running through the snow with a ball in their mouth.,0.797572135925293
common_voice_pt_19802221,Ele adivinhou tudo.,He guessed it all.,He guessed everything.,0.5086812973022461
common_voice_pt_19802188,Eu não levaria isso muito a sério.,I wouldn’t take it very seriously.,I wouldn't take it too seriously.,0.6856021881103516
common_voice_pt_19802219,O tempo nos traz muitas mudanças.,The time brings us many changes.,Time brings us many changes.,0.6580238342285156
common_voice_pt_19802218,Adolescente negro caminha em uma área de baixa renda.,A black teenager walks in a low-income area.,A black teenager walks in a low-income area.,0.8664407730102539
common_voice_pt_19802254,Um homem e uma criança estão olhando um peixe verde em uma lagoa pequena.,A man and a child are looking a green fish in a small pond.,A man and a child are looking at a green fish in a small pond.,0.9394328594207764
common_voice_pt_19802216,Dois garotos da escola correm para terminar a corrida.,Two kids in school run to finish the race.,Two schoolboys run to finish the race.,0.6685409545898438
common_voice_pt_19802252,O canibal estava procurando outra vítima para apaziguar seu apetite.,The cannibal is hunting another victim to satiate his appetite.,The cannibal was looking for another victim to satisfy his appetite.,0.8835997581481934
common_voice_pt_19802250,"Uma mulher descalça, vestindo uma camisola vermelha está carregando um objeto através da água",A bare-footed woman dressing a red garment is carrying an object through the water.,A barefoot woman wearing a red shirt is carrying an object through the water.,1.2299425601959229
common_voice_pt_19802204,O número de incrementos é ilimitado.,There’s no limit to the number of increments.,The number of increments is unlimited.,0.7752871513366699
common_voice_pt_19802205,Um irmão mais velho ajuda uma irmãzinha a soprar bolhas.,An older brother helps his younger sister to blow bubbles.,An older brother helps a little sister blow bubbles.,0.8451955318450928
common_voice_pt_19802206,O tubo começou a marrom quando ainda era praticamente novo.,The tube started to brown up when I was basically a child.,The tube started to turn brown when it was still practically new.,0.8003873825073242
common_voice_pt_19802248,Trabalhador da Construção carregando grandes pedaços de madeira,A construction worker carrying big chunks of wood.,Construction worker carrying large pieces of wood.,0.823047399520874
common_voice_pt_19802246,Vários homens estão trabalhando em uma chuva de faíscas de metal.,Many men are working under a rain of metal sparkles.,Several men are working in a rain of metal sparks.,0.870779275894165
common_voice_pt_19802214,As tangências são indispensáveis para a resolução das curvas técnicas.,The tangencies are indispensable to the resolution of technical curves.,Tangentials are essential for the resolution of technical curves.,0.8643801212310791
common_voice_pt_19802213,"Noite de Natal, o melhor do ano.","Christmas evening, the best of the year.","Christmas Eve, the best of the year.",0.6194589138031006
common_voice_pt_19802212,criança está jogando uma bicicleta,The kid is riding with a bike.,Child is playing a bicycle,0.6048693656921387
common_voice_pt_19836750,Uma demonstração para um ponto de vista muito forte.,A demonstration for a very strong viewpoint.,A demonstration for a very good point of view.,0.7612292766571045
common_voice_pt_19811252,Um grupo de pessoas está andando sob uma cabana.,A group of people is walking under a hut.,A group of people is walking under a hut.,0.7186620235443115
common_voice_pt_19754118,Ele não tinha ideia de como ele iria se transformar no vento.,He had no idea how he would transform in the wind.,He had no idea how he would turn into the wind.,0.7449347972869873
common_voice_pt_19754117,Eu pensei que você tinha ido.,I thought you had gone.,I thought you had gone.,0.5856709480285645
common_voice_pt_19754115,Isso é outra questão.,That’s another issue.,That's another matter.,0.5707993507385254
