id,sentence_pt,reference_en,canary_translation,latency_sec
common_voice_pt_20142181,Este serviço deve ser oferecido em um espaço que garanta confidencialidade e discrição.,This service must be offered in a space that ensures confidentiality and discretion.,This service should be offered in a space that guarantees confidentiality and description.,0.6205558776855469
common_voice_pt_20142163,Parece haver alguma tolerância quando a submissão final é necessária.,It seems to exist some tolerance when the final submission is needed.,There seems to be some tolerance when final submission is necessary.,0.5025250911712646
common_voice_pt_20142143,Eu gosto muito do Deep Learning.,I really like Deep Learning.,I really like deep learning.,0.30884265899658203
common_voice_pt_19990851,Um respiradouro perto da borda trouxe ar fresco.,A vent near the edge brought fresh air.,A breathtail near the edge brought fresh air.,0.49730372428894043
common_voice_pt_20142137,Algumas pessoas na construção como visto da rua à noite.,Some people in the building as seen from the street at night.,"Some people in the construction, like the night street view.",0.5190463066101074
common_voice_pt_20004120,um homem de calça verde em uma bicicleta.,A man in green pants on a bicycle.,A man in green pants on a bicycle.,0.44106626510620117
common_voice_pt_20004119,A melhor parte do valor é a discrição,The best part of the value is the discretion.,Most of the value is the description.,0.2938206195831299
common_voice_pt_20004023,Milhares de trabalhadores deslocam-se diariamente dos arredores para a cidade.,Thousands of workers move daily from the surroundings to the city.,Thousands of workers move from the surrounding area to the city every day.,0.41690707206726074
common_voice_pt_20004024,Um golden retriever nutre filhotes de cachorro.,A golden retriever nourishes puppies.,A golden retriever feeds dog puppies.,0.3180716037750244
common_voice_pt_20004025,Os presságios me levaram a uma perseguição selvagem.,The omens led me to a wild chase.,The omens led me to a wild persecution.,0.3426663875579834
common_voice_pt_20004066,Quero reservar um restaurante de churrascaria para dez pessoas.,I want to reserve a steakhouse restaurant for ten people.,I want to book a barbecue for ten people.,0.3181920051574707
common_voice_pt_20004067,Coordenar a gestão com fornecedores.,Coordinate management with suppliers.,Coordinate management with suppliers.,0.27913951873779297
common_voice_pt_20004068,Cachorro com gola grande em execução.,Puppy with big collar performing.,Dog with a big ball in execution.,0.3208746910095215
common_voice_pt_20004069,Você pode ficar razoável no básico em poucas horas.,You can be reasonable in the basics in a few hours.,You can be reasonable in the basics in a few hours.,0.399000883102417
common_voice_pt_20004070,"Uma menina está sentada em uma cadeira verde, brincando com blocos.","A girl is sitting in a green chair, playing with blocks.","A girl is sitting in a green chair, playing with blocks.",0.4251110553741455
common_voice_pt_20004091,Três homens andando de bicicleta pela floresta.,Three men riding bicycles through the forest.,Three men riding a bike through the forest.,0.31536245346069336
common_voice_pt_20004092,Uma mulher em um avental vermelho que cozinha na cozinha.,A woman in a red apron cooking in kitchen.,A woman on a red railing cooking in the kitchen.,0.3302595615386963
common_voice_pt_20004094,"Tem biblioteca, ervas e germoplasma.","It has library, herbs and germplasm.","It has a library, herbs and germplasm.",0.3893411159515381
common_voice_pt_20004118,Uma mulher em uma camisa branca toca uma guitarra preta.,A woman in a white shirt plays a black guitar.,A woman in a white shirt plays a black guitar.,0.35750865936279297
common_voice_pt_20004116,"Olha John, eu simplesmente não posso apoiar isso.","Look John, I just can’t support that.","Look, John, I just can't support this.",0.3038296699523926
common_voice_pt_20004099,Um grupo de pessoas protestando.,A group of people protesting.,A group of people protesting.,0.24402523040771484
common_voice_pt_20004097,"Quando ela viu o objeto desconhecido subindo e descendo a borda?, ficou absolutamente horrorizada.","When she saw the unknown object going up and down the edge?, she was absolutely horrified.","When she saw the unknown object going up and down the edge, she was absolutely horrified.",0.4978756904602051
common_voice_pt_19990785,Toda a assembléia repetiu Amém com lembrança.,All the assembly repeated Amen with remembrance.,The whole assembly repeated amen with a reminder.,0.32535433769226074
common_voice_pt_19990787,O ultraje do velho encorajou o público.,The old man’s outrage encouraged the audience.,The old man's suit encouraged the audience.,0.35941171646118164
common_voice_pt_19990788,Um homem loiro tocando uma guitarra.,A blond main playing a guitar.,A blind man playing the guitar.,0.2736332416534424
common_voice_pt_19990834,A garotinha ficou admirada com a visão.,The little girl was amazed at the sight.,The little girl was amazed by the sight.,0.3072798252105713
common_voice_pt_19400846,"""Como você fala espanhol?"", ele perguntou.","“How do you speak Spanish?”, he asked.",How do you speak Spanish? he asked.,0.3035447597503662
common_voice_pt_19399109,Miszar estava dormindo mal.,Miszar was sleeping badly.,Mizar was sleeping badly.,0.29152607917785645
common_voice_pt_19399110,Mas como você pode ter certeza?,But how can you be sure?,But how can you be sure?,0.2564980983734131
common_voice_pt_19399112,Você está acordado?,Are you awake?,Are you awake?,0.24499821662902832
common_voice_pt_19399154,Qual foi a desorientação esperada?,What was the expected disorientation?,What was the expected disorientation?,0.2858431339263916
common_voice_pt_19399155,"Controle de força policial, tanto quanto possível","Control of the police force, as much as possible.",Police force control as much as possible.,0.29039669036865234
common_voice_pt_19399156,Não há estrela na cidade,There are no stars in the city.,There is no star in the city.,0.25490522384643555
common_voice_pt_19399165,Crianças em um balanço vermelho e amarelo.,Kids in a red and yellow swing.,Children in a red and yellow balance.,0.31189632415771484
common_voice_pt_19399158,O Sabiá já sabia.,The thrush knew it.,"I knew, I already knew.",0.2633934020996094
common_voice_pt_19399166,"Em setembro, abóboras.","In September, pumpkins.","In September, there are pumps.",0.2820556163787842
common_voice_pt_19399168,O vale estava cheio de denso nevoeiro.,The valley was filled with a dense fog.,The valley was full of dense fog.,0.40897512435913086
common_voice_pt_19399175,Três nadadores nadam em suas respectivas pistas.,Tree swimmers swim on their respective streak.,Three swimmers swim on their respective trails.,0.500197172164917
common_voice_pt_19399176,Eu não acho que eu conheço esse.,I don’t think I know this one.,I don't think I know this one.,0.389373779296875
common_voice_pt_19399177,Ela se sentia como uma fraca em comparação com sua filha recém-nascida.,She felt weak in comparison to her newborn daughter.,She felt weak compared to her newborn daughter.,0.4455223083496094
common_voice_pt_19399180,O menino estava triste quando ele a deixou naquele dia.,The boy was sad when he left her that day.,The boy was sad when he left her that day.,0.49216413497924805
common_voice_pt_19399189,Isso não faz sentido?,Doesn’t it make sense?,That doesn't make sense.,0.34751200675964355
common_voice_pt_19399191,Seus olhos são como cristal,Your eyes are like crystal.,Your eyes are like crystal.,0.3616635799407959
common_voice_pt_19399193,"O vinho não tem pano, nem panos nem linho.","The wine has no cloth, neither the cloths have linen.","Wine has no cloth, neither cloth nor lines.",0.49232959747314453
common_voice_pt_19399200,Seu marido está com você?,Is your husband with you?,Is your husband with you?,0.3274967670440674
common_voice_pt_19399201,Um surfista está montando uma onda muito grande.,A surfer is surfing a pretty big wave.,A surface is setting up a very big wave.,0.472034215927124
common_voice_pt_19399202,Um homem de camisa preta está tocando violão.,A man in a black shirt is playing a guitar.,A man in a black shirt is playing the guitar.,0.521979808807373
common_voice_pt_19399210,Eu vi Morse e entrei.,I saw Morse and I walked in.,I saw Morsi enter.,0.36662769317626953
common_voice_pt_19399211,Onde não está aqui?,Where is it? Not here?,Why isn't he here?,0.2984325885772705
common_voice_pt_19399212,"mas, em mil e novecentos, quando recebeu o prémio, era já autora.","But, in the 1900s, when she received the award, she was already an author.","But in 1900, when she received the award, she was already the author.",0.42499279975891113
common_voice_pt_19399213,Muitas cadeias de montanhas na terra são chamadas Sierra Nevada.,Many mountain chains on earth are called Sierra Nevada.,Many mountain chains on Earth are called snowy land.,0.34652066230773926
common_voice_pt_19399089,Também haverá aulas aos sábados.,There will also be classes on Saturdays.,There will also be classes on Saturdays.,0.322070837020874
common_voice_pt_19400817,"Enquanto se moviam ao longo de?, o menino tentou ouvir seu coração.",While they moved by the? The boy tried to hear his heart.,"As they moved along the D, the boy tried to hear his heart.",0.3852198123931885
common_voice_pt_19400819,Eles comeram em silêncio.,They celebrated in silence.,They ate in silence.,0.23038434982299805
common_voice_pt_19400820,Vamos começar pulando para uma linha em particular.,Let’s start jumping to a particular line.,Let's start by jumping to a particular line.,0.3382735252380371
